,0
0,1.36834716796875
1,1.3564164638519287
2,1.3428082466125488
3,1.3288953304290771
4,1.3135216236114502
5,1.2965161800384521
6,1.282559871673584
7,1.2693827152252197
8,1.2453747987747192
9,1.2302922010421753
10,1.2068336009979248
11,1.1887004375457764
12,1.1661874055862427
13,1.1389026641845703
14,1.1122392416000366
15,1.0979593992233276
16,1.0767229795455933
17,1.0529025793075562
18,1.0181763172149658
19,1.0108568668365479
20,0.9920495748519897
21,0.9808964729309082
22,0.9604291915893555
23,0.9224740862846375
24,0.9314824938774109
25,0.8894208669662476
26,0.9097938537597656
27,0.8764347434043884
28,0.8531131744384766
29,0.8749692440032959
30,0.8371776938438416
31,0.827886700630188
32,0.8194379210472107
33,0.8107125759124756
34,0.7953910827636719
35,0.7765347957611084
36,0.7659708261489868
37,0.7820602655410767
38,0.7579408884048462
39,0.7392153143882751
40,0.7487446665763855
41,0.7479280233383179
42,0.7399319410324097
43,0.7358525991439819
44,0.7322242259979248
45,0.7113734483718872
46,0.6960467100143433
47,0.698336660861969
48,0.6913834810256958
49,0.7020726799964905
50,0.6829218864440918
51,0.674339771270752
52,0.680452823638916
53,0.6611813306808472
54,0.6550284624099731
55,0.6373001337051392
56,0.6184579133987427
57,0.6362015008926392
58,0.645144522190094
59,0.6283777952194214
60,0.6181530952453613
61,0.6228110790252686
62,0.6081599593162537
63,0.6078745126724243
64,0.6391376852989197
65,0.5993682742118835
66,0.5873725414276123
67,0.5766414403915405
68,0.5883158445358276
69,0.5696769952774048
70,0.5673679113388062
71,0.5678327083587646
72,0.5731114149093628
73,0.5630922317504883
74,0.5744509696960449
75,0.5338929891586304
76,0.5291371941566467
77,0.5370306372642517
78,0.5442842245101929
79,0.5414331555366516
80,0.5260372161865234
81,0.5284540057182312
82,0.5303654670715332
83,0.5349299907684326
84,0.530705451965332
85,0.5188112258911133
86,0.5432894825935364
87,0.5018618702888489
88,0.5159083604812622
89,0.5289326906204224
90,0.5134260654449463
91,0.5030401945114136
92,0.5109736919403076
93,0.5270718336105347
94,0.4889712333679199
95,0.5290637016296387
96,0.4966233968734741
97,0.4915623664855957
98,0.4863051176071167
99,0.503014862537384
100,0.48866593837738037
101,0.5058602690696716
102,0.48213690519332886
103,0.49077415466308594
104,0.4874766767024994
105,0.5058739185333252
106,0.4968739151954651
107,0.4897169768810272
108,0.4786074161529541
109,0.4942052364349365
110,0.5060815215110779
111,0.4952813982963562
112,0.5016763210296631
113,0.4945017993450165
114,0.46987056732177734
115,0.49489328265190125
116,0.4990767240524292
117,0.4850546717643738
118,0.47826850414276123
119,0.5106236338615417
120,0.502445638179779
121,0.4913008213043213
122,0.48731428384780884
123,0.48821231722831726
124,0.4861990809440613
125,0.47611498832702637
126,0.47147631645202637
127,0.4926745593547821
128,0.4688105881214142
129,0.4808521270751953
130,0.49196934700012207
131,0.5003378391265869
132,0.4902597963809967
133,0.4761216640472412
134,0.4836464822292328
135,0.4700789451599121
136,0.49026480317115784
137,0.46484097838401794
138,0.46684205532073975
139,0.4884747266769409
140,0.4668697714805603
141,0.48614901304244995
142,0.48218637704849243
143,0.4802243411540985
144,0.4903793931007385
145,0.4902231991291046
146,0.47187238931655884
147,0.4731055498123169
148,0.4753567576408386
149,0.46801942586898804
150,0.4603860676288605
151,0.464297890663147
152,0.4712466597557068
153,0.46610182523727417
154,0.4651193618774414
155,0.4613022804260254
156,0.46987539529800415
157,0.4677852988243103
158,0.47060221433639526
159,0.47720927000045776
160,0.49551087617874146
161,0.4630770683288574
162,0.444896399974823
163,0.4678668975830078
164,0.47401875257492065
165,0.47576117515563965
166,0.4548524022102356
167,0.47611743211746216
168,0.4860081672668457
169,0.47124025225639343
170,0.4566900432109833
171,0.47906893491744995
172,0.46788451075553894
173,0.4785796105861664
174,0.4525994658470154
175,0.4711122214794159
176,0.4759749174118042
177,0.46601182222366333
178,0.4650835394859314
179,0.45263582468032837
180,0.4690975546836853
181,0.4671969413757324
182,0.4720580577850342
183,0.4693448543548584
184,0.47540056705474854
185,0.4519176185131073
186,0.45575153827667236
187,0.46729564666748047
188,0.458619087934494
189,0.466267466545105
190,0.46930089592933655
191,0.4789084792137146
192,0.4604804515838623
193,0.4679376482963562
194,0.45247983932495117
195,0.4558221399784088
196,0.4656161069869995
197,0.47299468517303467
198,0.4624898433685303
199,0.4543534517288208
