,0
0,1.3736193180084229
1,1.3416454792022705
2,1.3144893646240234
3,1.2897589206695557
4,1.2663321495056152
5,1.2430613040924072
6,1.2209547758102417
7,1.2030247449874878
8,1.1861519813537598
9,1.1696977615356445
10,1.1549173593521118
11,1.1400846242904663
12,1.1242949962615967
13,1.1116018295288086
14,1.0959093570709229
15,1.0947630405426025
16,1.0795376300811768
17,1.0654618740081787
18,1.0574843883514404
19,1.0504136085510254
20,1.040308952331543
21,1.0222294330596924
22,1.0181013345718384
23,1.008805274963379
24,1.0026350021362305
25,0.9878208637237549
26,0.9817882776260376
27,0.9772002696990967
28,0.9632828831672668
29,0.9538743495941162
30,0.9489947557449341
31,0.9401329159736633
32,0.931660532951355
33,0.9236769080162048
34,0.9137626886367798
35,0.9045933485031128
36,0.8992900848388672
37,0.8928214907646179
38,0.8817384839057922
39,0.8736637234687805
40,0.8678584098815918
41,0.8664153218269348
42,0.8541625738143921
43,0.8539068698883057
44,0.8428679704666138
45,0.8394392728805542
46,0.8355666399002075
47,0.832839846611023
48,0.8190585374832153
49,0.8213085532188416
50,0.8225609064102173
51,0.8133978843688965
52,0.8037640452384949
53,0.8054759502410889
54,0.8080735206604004
55,0.800445020198822
56,0.7984130382537842
57,0.7997169494628906
58,0.7990994453430176
59,0.8000447750091553
60,0.7915209531784058
61,0.7874473333358765
62,0.7867310643196106
63,0.7869324684143066
64,0.7771068811416626
65,0.7880035638809204
66,0.7837914228439331
67,0.7804877758026123
68,0.7760754823684692
69,0.7701268196105957
70,0.7813985347747803
71,0.7723472118377686
72,0.7685927152633667
73,0.7742852568626404
74,0.7663949728012085
75,0.7659015655517578
76,0.7676335573196411
77,0.7596440315246582
78,0.762837290763855
79,0.765343189239502
80,0.7622814178466797
81,0.760064959526062
82,0.7575681209564209
83,0.7530811429023743
84,0.7525942325592041
85,0.7499263286590576
86,0.7586285471916199
87,0.7547428011894226
88,0.7419776320457458
89,0.7476300001144409
90,0.7445288300514221
91,0.7401109933853149
92,0.7384452223777771
93,0.7483028173446655
94,0.741084098815918
95,0.7426037192344666
96,0.7333469390869141
97,0.7340783476829529
98,0.7315640449523926
99,0.7374234199523926
100,0.7325705289840698
101,0.7388374209403992
102,0.7266769409179688
103,0.7207517623901367
104,0.7181671857833862
105,0.7112773656845093
106,0.7234947681427002
107,0.7188831567764282
108,0.7261834144592285
109,0.717442512512207
110,0.7159968614578247
111,0.7114666700363159
112,0.7147701978683472
113,0.7036523222923279
114,0.70921790599823
115,0.7017360925674438
116,0.6930972337722778
117,0.6994256377220154
118,0.6919286251068115
119,0.7005414962768555
120,0.7008055448532104
121,0.6922372579574585
122,0.6917921900749207
123,0.690005898475647
124,0.6834009289741516
125,0.683462917804718
126,0.6809149980545044
127,0.6793825626373291
128,0.680164098739624
129,0.6780816316604614
130,0.6790406703948975
131,0.6743952035903931
132,0.6746437549591064
133,0.6708236932754517
134,0.6702436208724976
135,0.6703627109527588
136,0.669844388961792
137,0.6558917760848999
138,0.6635131239891052
139,0.6693602800369263
140,0.6615543365478516
141,0.6622626781463623
142,0.669070839881897
143,0.6565390825271606
144,0.6531510949134827
145,0.6530802249908447
146,0.6598001718521118
147,0.6598231792449951
148,0.6493076086044312
149,0.6546583771705627
150,0.6544944643974304
151,0.6491659879684448
152,0.6450703144073486
153,0.651107907295227
154,0.6505845785140991
155,0.6522858738899231
156,0.6493562459945679
157,0.6463854312896729
158,0.6461951732635498
159,0.6459464430809021
160,0.6424187421798706
161,0.6481208801269531
162,0.6436954736709595
163,0.6433267593383789
164,0.642196774482727
165,0.6396214962005615
166,0.6407957077026367
167,0.6365452408790588
168,0.6421528458595276
169,0.6427737474441528
170,0.6406332850456238
171,0.6386524438858032
172,0.6384185552597046
173,0.6338376402854919
174,0.6303152441978455
175,0.6371687650680542
176,0.6368607878684998
177,0.6348060965538025
178,0.6328197717666626
179,0.6276057362556458
180,0.6324888467788696
181,0.6363538503646851
182,0.6298750638961792
183,0.6364384889602661
184,0.6298725605010986
185,0.6277675032615662
186,0.6290210485458374
187,0.6270759105682373
188,0.6265963912010193
189,0.6262312531471252
190,0.6242769956588745
191,0.6276557445526123
192,0.6369166374206543
193,0.6195893287658691
194,0.6255200505256653
195,0.6307346820831299
196,0.6235772371292114
197,0.6297783851623535
198,0.6253273487091064
199,0.6255440711975098
