"Gene_ID","Kmeans_Cluster"
"g_01616","5"
"g_01617","6"
"g_01619","5"
"g_01620","5"
"g_01622","5"
"g_01629","5"
"g_01630","5"
"g_01631","5"
"g_01632","3"
"g_01634","5"
"g_01639","6"
"g_01640","4"
"g_01641","5"
"g_01642","5"
"g_01643","5"
"g_01646","6"
"g_01657","5"
"g_01658","2"
"g_01660","1"
"g_01663","1"
"g_01665","5"
"g_01668","1"
"g_01675","5"
"g_01676","5"
"g_01677","5"
"g_01678","5"
"g_01680","5"
"g_01684","6"
"g_01685","5"
"g_01686","1"
"g_01690","5"
"g_01691","1"
"g_01693","6"
"g_01698","2"
"g_01709","5"
"g_01710","2"
"g_01713","2"
"g_01714","4"
"g_01715","5"
"g_01717","6"
"g_01719","5"
"g_01721","5"
"g_01724","6"
"g_01725","5"
"g_01726","5"
"g_01736","2"
"g_01744","1"
"g_01745","5"
"g_01752","5"
"g_01753","5"
"g_01754","6"
"g_01755","5"
"g_01760","2"
"g_01761","1"
"g_01762","5"
"g_01763","6"
"g_01764","5"
"g_01765","5"
"g_01770","2"
"g_01773","6"
"g_01774","5"
"g_01775","2"
"g_01777","4"
"g_01779","5"
"g_01780","5"
"g_01784","6"
"g_01785","2"
"g_01786","6"
"g_01787","2"
"g_01793","5"
"g_01797","5"
"g_01802","3"
"g_01806","5"
"g_01807","5"
"g_01811","1"
"g_01812","6"
"g_01813","2"
"g_01814","6"
"g_01817","1"
"g_01819","5"
"g_01820","5"
"g_01821","3"
"g_01824","6"
"g_01826","6"
"g_01827","5"
"g_01832","6"
"g_01837","2"
"g_01838","2"
"g_01839","2"
"g_01840","5"
"g_01846","7"
"g_01848","5"
"g_01850","2"
"g_01853","2"
"g_01854","5"
"g_01858","7"
"g_01859","6"
"g_01860","2"
"g_01861","6"
"g_01862","5"
"g_01863","6"
"g_01866","5"
"g_01868","3"
"g_01869","2"
"g_01870","7"
"g_01873","6"
"g_01876","1"
"g_01879","2"
"g_01881","5"
"g_01883","5"
"g_01885","1"
"g_01889","2"
"g_01890","4"
"g_01891","5"
"g_01892","2"
"g_01899","2"
"g_01900","4"
"g_01901","5"
"g_01902","5"
"g_01903","6"
"g_01913","6"
"g_01914","5"
"g_01915","6"
"g_01926","2"
"g_01927","5"
"g_01929","6"
"g_01932","5"
"g_01934","2"
"g_01935","1"
"g_01944","5"
"g_01947","1"
"g_01948","2"
