Wavelength,Intensity,Group
303.07,3208.5,Yellow
303.54,3211.5,Yellow
304.01,3200.5,Yellow
304.49,3211,Yellow
304.96,3236,Yellow
305.43,3205.5,Yellow
305.91,3204.5,Yellow
306.38,3210,Yellow
306.85,3212.5,Yellow
307.32,3219,Yellow
307.8,3220,Yellow
308.27,3222.5,Yellow
308.74,3240.5,Yellow
309.22,3206.5,Yellow
309.69,3214,Yellow
310.16,3222,Yellow
310.63,3205,Yellow
311.11,3229,Yellow
311.58,3227,Yellow
312.05,3204.5,Yellow
312.53,3213.5,Yellow
313,3204,Yellow
313.47,3204,Yellow
313.94,3217.5,Yellow
314.42,3208.5,Yellow
314.89,3224.5,Yellow
315.36,3255.5,Yellow
315.83,3219.5,Yellow
316.3,3236.5,Yellow
316.78,3212,Yellow
317.25,3223,Yellow
317.72,3221.5,Yellow
318.19,3218,Yellow
318.67,3234,Yellow
319.14,3215,Yellow
319.61,3208,Yellow
320.08,3216.5,Yellow
320.55,3255,Yellow
321.03,3214,Yellow
321.5,3196,Yellow
321.97,3206.5,Yellow
322.44,3237,Yellow
322.91,3231,Yellow
323.39,3228,Yellow
323.86,3223,Yellow
324.33,3220.5,Yellow
324.8,3211.5,Yellow
325.27,3205.5,Yellow
325.75,3226,Yellow
326.22,3222.5,Yellow
326.69,3231.5,Yellow
327.16,3231,Yellow
327.63,3215.5,Yellow
328.1,3215.5,Yellow
328.58,3240.5,Yellow
329.05,3232.5,Yellow
329.52,3225.5,Yellow
329.99,3228.5,Yellow
330.46,3229.5,Yellow
330.93,3215.5,Yellow
331.4,3211.5,Yellow
331.88,3230,Yellow
332.35,3219,Yellow
332.82,3219.5,Yellow
333.29,3206.5,Yellow
333.76,3226,Yellow
334.23,3235.5,Yellow
334.7,3233,Yellow
335.17,3230,Yellow
335.65,3209,Yellow
336.12,3231,Yellow
336.59,3228.5,Yellow
337.06,3217.5,Yellow
337.53,3208.5,Yellow
338,3211.5,Yellow
338.47,3239,Yellow
338.94,3232,Yellow
339.41,3224.5,Yellow
339.88,3222,Yellow
340.36,3216,Yellow
340.83,3213.5,Yellow
341.3,3226,Yellow
341.77,3211.5,Yellow
342.24,3206,Yellow
342.71,3205,Yellow
343.18,3204.5,Yellow
343.65,3201,Yellow
344.12,3228,Yellow
344.59,3196.5,Yellow
345.06,3216.5,Yellow
345.53,3207,Yellow
346,3223.5,Yellow
346.47,3214,Yellow
346.94,3226.5,Yellow
347.41,3229.5,Yellow
347.89,3243,Yellow
348.36,3210.5,Yellow
348.83,3232.5,Yellow
349.3,3215.5,Yellow
349.77,3227.5,Yellow
350.24,3193,Yellow
350.71,3218,Yellow
351.18,3216,Yellow
351.65,3208.5,Yellow
352.12,3209.5,Yellow
352.59,3222,Yellow
353.06,3218,Yellow
353.53,3194.5,Yellow
354,3221,Yellow
354.47,3227.5,Yellow
354.94,3210.5,Yellow
355.41,3229.5,Yellow
355.88,3211,Yellow
356.35,3236,Yellow
356.82,3222,Yellow
357.29,3214,Yellow
357.76,3209.5,Yellow
358.23,3238,Yellow
358.7,3200.5,Yellow
359.16,3215,Yellow
359.63,3217.5,Yellow
360.1,3227,Yellow
360.57,3213,Yellow
361.04,3230,Yellow
361.51,3225,Yellow
361.98,3219.5,Yellow
362.45,3216.5,Yellow
362.92,3231.5,Yellow
363.39,3218.5,Yellow
363.86,3212,Yellow
364.33,3214.5,Yellow
364.8,3219.5,Yellow
365.27,3216.5,Yellow
365.74,3216,Yellow
366.21,3227.5,Yellow
366.67,3201.5,Yellow
367.14,3234.5,Yellow
367.61,3225,Yellow
368.08,3219.5,Yellow
368.55,3238,Yellow
369.02,3234,Yellow
369.49,3200.5,Yellow
369.96,3231.5,Yellow
370.43,3218.5,Yellow
370.9,3209.5,Yellow
371.36,3207,Yellow
371.83,3216,Yellow
372.3,3214,Yellow
372.77,3268.5,Yellow
373.24,3209.5,Yellow
373.71,3207.5,Yellow
374.18,3208.5,Yellow
374.65,3230,Yellow
375.11,3205,Yellow
375.58,3222.5,Yellow
376.05,3227.5,Yellow
376.52,3226.5,Yellow
376.99,3200.5,Yellow
377.46,3219,Yellow
377.93,3217.5,Yellow
378.39,3209,Yellow
378.86,3222,Yellow
379.33,3207.5,Yellow
379.8,3217.5,Yellow
380.27,3224,Yellow
380.74,3222.5,Yellow
381.2,3245,Yellow
381.67,3229.5,Yellow
382.14,3219,Yellow
382.61,3205,Yellow
383.08,3220.5,Yellow
383.54,3260.5,Yellow
384.01,3207.5,Yellow
384.48,3206,Yellow
384.95,3219,Yellow
385.42,3205,Yellow
385.88,3221.5,Yellow
386.35,3219.5,Yellow
386.82,3210,Yellow
387.29,3212.5,Yellow
387.76,3217.5,Yellow
388.22,3223,Yellow
388.69,3205.5,Yellow
389.16,3218.5,Yellow
389.63,3213.5,Yellow
390.1,3244,Yellow
390.56,3226.5,Yellow
391.03,3246,Yellow
391.5,3210,Yellow
391.97,3230.5,Yellow
392.43,3218,Yellow
392.9,3234.5,Yellow
393.37,3218,Yellow
393.84,3203,Yellow
394.3,3193.5,Yellow
394.77,3220.5,Yellow
395.24,3235,Yellow
395.7,3224,Yellow
396.17,3213,Yellow
396.64,3224.5,Yellow
397.11,3213,Yellow
397.57,3225,Yellow
398.04,3220.5,Yellow
398.51,3218.5,Yellow
398.98,3206,Yellow
399.44,3212,Yellow
399.91,3216,Yellow
400.38,3211,Yellow
400.84,3213,Yellow
401.31,3228.5,Yellow
401.78,3235.5,Yellow
402.24,3218,Yellow
402.71,3265.5,Yellow
403.18,3217,Yellow
403.64,3221,Yellow
404.11,3226.5,Yellow
404.58,3208,Yellow
405.05,3237,Yellow
405.51,3231.5,Yellow
405.98,3226,Yellow
406.45,3214,Yellow
406.91,3230,Yellow
407.38,3206,Yellow
407.84,3239.5,Yellow
408.31,3218,Yellow
408.78,3226,Yellow
409.24,3233.5,Yellow
409.71,3219,Yellow
410.18,3223.5,Yellow
410.64,3225.5,Yellow
411.11,3251,Yellow
411.58,3227,Yellow
412.04,3220.5,Yellow
412.51,3223.5,Yellow
412.97,3228.5,Yellow
413.44,3211.5,Yellow
413.91,3219.5,Yellow
414.37,3210.5,Yellow
414.84,3233,Yellow
415.31,3220,Yellow
415.77,3222,Yellow
416.24,3220.5,Yellow
416.7,3227.5,Yellow
417.17,3233.5,Yellow
417.64,3223.5,Yellow
418.1,3197.5,Yellow
418.57,3232,Yellow
419.03,3209.5,Yellow
419.5,3221,Yellow
419.96,3208,Yellow
420.43,3225,Yellow
420.9,3221.5,Yellow
421.36,3216.5,Yellow
421.83,3224,Yellow
422.29,3228.5,Yellow
422.76,3230.5,Yellow
423.22,3216,Yellow
423.69,3231.5,Yellow
424.16,3201,Yellow
424.62,3235,Yellow
425.09,3219.5,Yellow
425.55,3212,Yellow
426.02,3227,Yellow
426.48,3232,Yellow
426.95,3235,Yellow
427.41,3228,Yellow
427.88,3222.5,Yellow
428.34,3208.5,Yellow
428.81,3217,Yellow
429.27,3219,Yellow
429.74,3225.5,Yellow
430.2,3197.5,Yellow
430.67,3230,Yellow
431.13,3219,Yellow
431.6,3220,Yellow
432.06,3202,Yellow
432.53,3225.5,Yellow
432.99,3207,Yellow
433.46,3211.5,Yellow
433.92,3238.5,Yellow
434.39,3210.5,Yellow
434.85,3221.5,Yellow
435.32,3219.5,Yellow
435.78,3229,Yellow
436.25,3225.5,Yellow
436.71,3213,Yellow
437.18,3220.5,Yellow
437.64,3226,Yellow
438.11,3227.5,Yellow
438.57,3221.5,Yellow
439.04,3220.5,Yellow
439.5,3254.5,Yellow
439.97,3218,Yellow
440.43,3243.5,Yellow
440.89,3215,Yellow
441.36,3230,Yellow
441.82,3216.5,Yellow
442.29,3223.5,Yellow
442.75,3221,Yellow
443.22,3212.5,Yellow
443.68,3202.5,Yellow
444.14,3220,Yellow
444.61,3235.5,Yellow
445.07,3209,Yellow
445.54,3222,Yellow
446,3228,Yellow
446.47,3217.5,Yellow
446.93,3219,Yellow
447.39,3226.5,Yellow
447.86,3230,Yellow
448.32,3238.5,Yellow
448.79,3244.5,Yellow
449.25,3216,Yellow
449.71,3249,Yellow
450.18,3209.5,Yellow
450.64,3222.5,Yellow
451.1,3223,Yellow
451.57,3225,Yellow
452.03,3207,Yellow
452.5,3240,Yellow
452.96,3214.5,Yellow
453.42,3209.5,Yellow
453.89,3213,Yellow
454.35,3229,Yellow
454.81,3218,Yellow
455.28,3227.5,Yellow
455.74,3354.5,Yellow
456.2,3240.5,Yellow
456.67,3233,Yellow
457.13,3208,Yellow
457.59,3212,Yellow
458.06,3210.5,Yellow
458.52,3223.5,Yellow
458.98,3209.5,Yellow
459.45,3237,Yellow
459.91,3225.5,Yellow
460.37,3210.5,Yellow
460.84,3231.5,Yellow
461.3,3236.5,Yellow
461.76,3225,Yellow
462.23,3216,Yellow
462.69,3213.5,Yellow
463.15,3223.5,Yellow
463.62,3219.5,Yellow
464.08,3216.5,Yellow
464.54,3226.5,Yellow
465,3224,Yellow
465.47,3223,Yellow
465.93,3201.5,Yellow
466.39,3223,Yellow
466.86,3211.5,Yellow
467.32,3237.5,Yellow
467.78,3213.5,Yellow
468.24,3231.5,Yellow
468.71,3231.5,Yellow
469.17,3232.5,Yellow
469.63,3219.5,Yellow
470.09,3224.5,Yellow
470.56,3224.5,Yellow
471.02,3227.5,Yellow
471.48,3223,Yellow
471.94,3222,Yellow
472.41,3224.5,Yellow
472.87,3219.5,Yellow
473.33,3222.5,Yellow
473.79,3218.5,Yellow
474.26,3230,Yellow
474.72,3228.5,Yellow
475.18,3214,Yellow
475.64,3221,Yellow
476.11,3224,Yellow
476.57,3233,Yellow
477.03,3220.5,Yellow
477.49,3240,Yellow
477.95,3223,Yellow
478.42,3203,Yellow
478.88,3227.5,Yellow
479.34,3228,Yellow
479.8,3217,Yellow
480.26,3230.5,Yellow
480.73,3219,Yellow
481.19,3229,Yellow
481.65,3226.5,Yellow
482.11,3243.5,Yellow
482.57,3228.5,Yellow
483.04,3220,Yellow
483.5,3239,Yellow
483.96,3211,Yellow
484.42,3219,Yellow
484.88,3216.5,Yellow
485.34,3213.5,Yellow
485.81,3241.5,Yellow
486.27,3226.5,Yellow
486.73,3228,Yellow
487.19,3212,Yellow
487.65,3252,Yellow
488.11,3230,Yellow
488.57,3208,Yellow
489.04,3220,Yellow
489.5,3209.5,Yellow
489.96,3227,Yellow
490.42,3221,Yellow
490.88,3224.5,Yellow
491.34,3209.5,Yellow
491.8,3224,Yellow
492.27,3225,Yellow
492.73,3207.5,Yellow
493.19,3215.5,Yellow
493.65,3230.5,Yellow
494.11,3228.5,Yellow
494.57,3229.5,Yellow
495.03,3227.5,Yellow
495.49,3215.5,Yellow
495.95,3229,Yellow
496.41,3216.5,Yellow
496.88,3228.5,Yellow
497.34,3223,Yellow
497.8,3256.5,Yellow
498.26,3229,Yellow
498.72,3211.5,Yellow
499.18,3230,Yellow
499.64,3240,Yellow
500.1,3220,Yellow
500.56,3225.5,Yellow
501.02,3224.5,Yellow
501.48,3237.5,Yellow
501.94,3248.5,Yellow
502.4,3228,Yellow
502.86,3227,Yellow
503.32,3241.5,Yellow
503.79,3247.5,Yellow
504.25,3244.5,Yellow
504.71,3223,Yellow
505.17,3233,Yellow
505.63,3231,Yellow
506.09,3215.5,Yellow
506.55,3218.5,Yellow
507.01,3235,Yellow
507.47,3221.5,Yellow
507.93,3216.5,Yellow
508.39,3233,Yellow
508.85,3241.5,Yellow
509.31,3233,Yellow
509.77,3229.5,Yellow
510.23,3252.5,Yellow
510.69,3237.5,Yellow
511.15,3251,Yellow
511.61,3244.5,Yellow
512.07,3246.5,Yellow
512.53,3234,Yellow
512.99,3222.5,Yellow
513.45,3217.5,Yellow
513.91,3228,Yellow
514.37,3244,Yellow
514.83,3255,Yellow
515.29,3224.5,Yellow
515.75,3248,Yellow
516.21,3244,Yellow
516.67,3248.5,Yellow
517.13,3250.5,Yellow
517.59,3242.5,Yellow
518.05,3237.5,Yellow
518.5,3242.5,Yellow
518.96,3260,Yellow
519.42,3258,Yellow
519.88,3255.5,Yellow
520.34,3238.5,Yellow
520.8,3265.5,Yellow
521.26,3237,Yellow
521.72,3264.5,Yellow
522.18,3246.5,Yellow
522.64,3253,Yellow
523.1,3251,Yellow
523.56,3261.5,Yellow
524.02,3258,Yellow
524.48,3264.5,Yellow
524.94,3235.5,Yellow
525.39,3258,Yellow
525.85,3246.5,Yellow
526.31,3276,Yellow
526.77,3255,Yellow
527.23,3267.5,Yellow
527.69,3261.5,Yellow
528.15,3249,Yellow
528.61,3278.5,Yellow
529.07,3266.5,Yellow
529.52,3276.5,Yellow
529.98,3268.5,Yellow
530.44,3285.5,Yellow
530.9,3277,Yellow
531.36,3281.5,Yellow
531.82,3291.5,Yellow
532.28,3308.5,Yellow
532.74,3279,Yellow
533.19,3330,Yellow
533.65,3293,Yellow
534.11,3306.5,Yellow
534.57,3337.5,Yellow
535.03,3319,Yellow
535.49,3335.5,Yellow
535.95,3329,Yellow
536.4,3339.5,Yellow
536.86,3352,Yellow
537.32,3358,Yellow
537.78,3352,Yellow
538.24,3343.5,Yellow
538.7,3377,Yellow
539.15,3361,Yellow
539.61,3374.5,Yellow
540.07,3391,Yellow
540.53,3412.5,Yellow
540.99,3418,Yellow
541.44,3430.5,Yellow
541.9,3425,Yellow
542.36,3456.5,Yellow
542.82,3473,Yellow
543.28,3478.5,Yellow
543.73,3497.5,Yellow
544.19,3503,Yellow
544.65,3508.5,Yellow
545.11,3550.5,Yellow
545.57,3566.5,Yellow
546.02,3585,Yellow
546.48,3589,Yellow
546.94,3619.5,Yellow
547.4,3639,Yellow
547.85,3697,Yellow
548.31,3685,Yellow
548.77,3744,Yellow
549.23,3718.5,Yellow
549.68,3772.5,Yellow
550.14,3797,Yellow
550.6,3821,Yellow
551.06,3881.5,Yellow
551.51,3945,Yellow
551.97,3961,Yellow
552.43,3994.5,Yellow
552.89,4037.5,Yellow
553.34,4098,Yellow
553.8,4107.5,Yellow
554.26,4169,Yellow
554.72,4227,Yellow
555.17,4327,Yellow
555.63,4376,Yellow
556.09,4451.5,Yellow
556.54,4500.5,Yellow
557,4585,Yellow
557.46,4663.5,Yellow
557.92,4715,Yellow
558.37,4845.5,Yellow
558.83,4936.5,Yellow
559.29,5032,Yellow
559.74,5140.5,Yellow
560.2,5217,Yellow
560.66,5322,Yellow
561.11,5459,Yellow
561.57,5534,Yellow
562.03,5753,Yellow
562.48,5922,Yellow
562.94,6079.5,Yellow
563.4,6207.5,Yellow
563.85,6375,Yellow
564.31,6619.5,Yellow
564.77,6823,Yellow
565.22,6963,Yellow
565.68,7206,Yellow
566.14,7427,Yellow
566.59,7711,Yellow
567.05,8008.5,Yellow
567.51,8239,Yellow
567.96,8637.5,Yellow
568.42,8916.5,Yellow
568.88,9232,Yellow
569.33,9615,Yellow
569.79,9846,Yellow
570.24,10215.5,Yellow
570.7,10524.5,Yellow
571.16,10796.5,Yellow
571.61,11135.5,Yellow
572.07,11410,Yellow
572.53,11983,Yellow
572.98,12619,Yellow
573.44,13248.5,Yellow
573.89,13945.5,Yellow
574.35,14501.5,Yellow
574.81,15146,Yellow
575.26,15795.5,Yellow
575.72,16548.5,Yellow
576.17,17345,Yellow
576.63,18190.5,Yellow
577.09,19176,Yellow
577.54,20156.5,Yellow
578,21062,Yellow
578.45,21927,Yellow
578.91,22924.5,Yellow
579.36,23773.5,Yellow
579.82,24711,Yellow
580.28,25770.5,Yellow
580.73,26979,Yellow
581.19,28269,Yellow
581.64,29845.5,Yellow
582.1,31368.5,Yellow
582.55,33058,Yellow
583.01,34722.5,Yellow
583.46,36209.5,Yellow
583.92,37640,Yellow
584.37,38895,Yellow
584.83,40261,Yellow
585.29,41581,Yellow
585.74,43295,Yellow
586.2,44638,Yellow
586.65,46472.5,Yellow
587.11,48203,Yellow
587.56,50226,Yellow
588.02,52180.5,Yellow
588.47,54012.5,Yellow
588.93,55174,Yellow
589.38,55845,Yellow
589.84,56083.5,Yellow
590.29,55907,Yellow
590.75,56042,Yellow
591.2,55908.5,Yellow
591.66,55540,Yellow
592.11,55273,Yellow
592.57,54704,Yellow
593.02,54047.5,Yellow
593.48,53133,Yellow
593.93,51687,Yellow
594.39,49855.5,Yellow
594.84,47512.5,Yellow
595.29,44868,Yellow
595.75,41865.5,Yellow
596.2,39499,Yellow
596.66,37367.5,Yellow
597.11,35137,Yellow
597.57,33446.5,Yellow
598.02,32071,Yellow
598.48,30562,Yellow
598.93,29233,Yellow
599.39,27833,Yellow
599.84,26440.5,Yellow
600.29,24732,Yellow
600.75,23231.5,Yellow
601.2,21810,Yellow
601.66,20681,Yellow
602.11,19614.5,Yellow
602.57,18550.5,Yellow
603.02,17568,Yellow
603.47,16655,Yellow
603.93,15844,Yellow
604.38,15047.5,Yellow
604.84,14247,Yellow
605.29,13540.5,Yellow
605.74,12708,Yellow
606.2,12026.5,Yellow
606.65,11381,Yellow
607.11,10757,Yellow
607.56,10182.5,Yellow
608.01,9710.5,Yellow
608.47,9240,Yellow
608.92,8826,Yellow
609.38,8438,Yellow
609.83,7963.5,Yellow
610.28,7633.5,Yellow
610.74,7341.5,Yellow
611.19,6995.5,Yellow
611.64,6743,Yellow
612.1,6497,Yellow
612.55,6281.5,Yellow
613,6059.5,Yellow
613.46,5813.5,Yellow
613.91,5699.5,Yellow
614.37,5531,Yellow
614.82,5376.5,Yellow
615.27,5231.5,Yellow
615.73,5100.5,Yellow
616.18,4973.5,Yellow
616.63,4835.5,Yellow
617.09,4753.5,Yellow
617.54,4660.5,Yellow
617.99,4575.5,Yellow
618.45,4472.5,Yellow
618.9,4412,Yellow
619.35,4341,Yellow
619.8,4280,Yellow
620.26,4214,Yellow
620.71,4160.5,Yellow
621.16,4102.5,Yellow
621.62,4048,Yellow
622.07,4006.5,Yellow
622.52,3968,Yellow
622.98,3885.5,Yellow
623.43,3882.5,Yellow
623.88,3851.5,Yellow
624.33,3836,Yellow
624.79,3799.5,Yellow
625.24,3742,Yellow
625.69,3736,Yellow
626.15,3695.5,Yellow
626.6,3669.5,Yellow
627.05,3665,Yellow
627.5,3602,Yellow
627.96,3598.5,Yellow
628.41,3572.5,Yellow
628.86,3567.5,Yellow
629.31,3573,Yellow
629.77,3556.5,Yellow
630.22,3526,Yellow
630.67,3530.5,Yellow
631.12,3508,Yellow
631.58,3512,Yellow
632.03,3506,Yellow
632.48,3457.5,Yellow
632.93,3486.5,Yellow
633.39,3454,Yellow
633.84,3460,Yellow
634.29,3424.5,Yellow
634.74,3462.5,Yellow
635.19,3431,Yellow
635.65,3416,Yellow
636.1,3420,Yellow
636.55,3422.5,Yellow
637,3435.5,Yellow
637.45,3446.5,Yellow
637.91,3397,Yellow
638.36,3388,Yellow
638.81,3397.5,Yellow
639.26,3382.5,Yellow
639.71,3378.5,Yellow
640.17,3376.5,Yellow
640.62,3398.5,Yellow
641.07,3362.5,Yellow
641.52,3380,Yellow
641.97,3349,Yellow
642.43,3354.5,Yellow
642.88,3381.5,Yellow
643.33,3393,Yellow
643.78,3392,Yellow
644.23,3384.5,Yellow
644.68,3372.5,Yellow
645.13,3381,Yellow
645.59,3364,Yellow
646.04,3381,Yellow
646.49,3351,Yellow
646.94,3363,Yellow
647.39,3369,Yellow
647.84,3358.5,Yellow
648.29,3356,Yellow
648.75,3351.5,Yellow
649.2,3328,Yellow
649.65,3318.5,Yellow
650.1,3349,Yellow
650.55,3344.5,Yellow
651,3327,Yellow
651.45,3318.5,Yellow
651.9,3324,Yellow
652.36,3327.5,Yellow
652.81,3304,Yellow
653.26,3292.5,Yellow
653.71,3306.5,Yellow
654.16,3325,Yellow
654.61,3300,Yellow
655.06,3303,Yellow
655.51,3306,Yellow
655.96,3283.5,Yellow
656.41,3301,Yellow
656.86,3289,Yellow
657.32,3286,Yellow
657.77,3295,Yellow
658.22,3256.5,Yellow
658.67,3270,Yellow
659.12,3256.5,Yellow
659.57,3268.5,Yellow
660.02,3247.5,Yellow
660.47,3262,Yellow
660.92,3277.5,Yellow
661.37,3259.5,Yellow
661.82,3278.5,Yellow
662.27,3234.5,Yellow
662.72,3260,Yellow
663.17,3253.5,Yellow
663.62,3252,Yellow
664.07,3260.5,Yellow
664.52,3266.5,Yellow
664.97,3269.5,Yellow
665.42,3247,Yellow
665.87,3274.5,Yellow
666.32,3254,Yellow
666.77,3267.5,Yellow
667.23,3265,Yellow
667.68,3254.5,Yellow
668.13,3257,Yellow
668.58,3246.5,Yellow
669.03,3248,Yellow
669.48,3255,Yellow
669.93,3252,Yellow
670.38,3237,Yellow
670.83,3260.5,Yellow
671.28,3237,Yellow
671.72,3242,Yellow
672.17,3241,Yellow
672.62,3243,Yellow
673.07,3247.5,Yellow
673.52,3254.5,Yellow
673.97,3229,Yellow
674.42,3253.5,Yellow
674.87,3238.5,Yellow
675.32,3244.5,Yellow
675.77,3234,Yellow
676.22,3234,Yellow
676.67,3249,Yellow
677.12,3236,Yellow
677.57,3240,Yellow
678.02,3237,Yellow
678.47,3246,Yellow
678.92,3223.5,Yellow
679.37,3249.5,Yellow
679.82,3253,Yellow
680.27,3226.5,Yellow
680.72,3224.5,Yellow
681.17,3228,Yellow
681.61,3233,Yellow
682.06,3222.5,Yellow
682.51,3268.5,Yellow
682.96,3239,Yellow
683.41,3234,Yellow
683.86,3245,Yellow
684.31,3241,Yellow
684.76,3257,Yellow
685.21,3248,Yellow
685.66,3216,Yellow
686.11,3259.5,Yellow
686.55,3231,Yellow
687,3233.5,Yellow
687.45,3239,Yellow
687.9,3222,Yellow
688.35,3252.5,Yellow
688.8,3237.5,Yellow
689.25,3232.5,Yellow
689.7,3235,Yellow
690.14,3226.5,Yellow
690.59,3232.5,Yellow
691.04,3221,Yellow
691.49,3227.5,Yellow
691.94,3227,Yellow
692.39,3241,Yellow
692.84,3243,Yellow
693.29,3208,Yellow
693.73,3221,Yellow
694.18,3227,Yellow
694.63,3225.5,Yellow
695.08,3228,Yellow
695.53,3217,Yellow
695.98,3224.5,Yellow
696.42,3236.5,Yellow
696.87,3238.5,Yellow
697.32,3251,Yellow
697.77,3240,Yellow
698.22,3233.5,Yellow
698.66,3237,Yellow
699.11,3234,Yellow
699.56,3220,Yellow
700.01,3221,Yellow
700.46,3244,Yellow
700.91,3229.5,Yellow
701.35,3225.5,Yellow
701.8,3222,Yellow
702.25,3222,Yellow
702.7,3227.5,Yellow
703.14,3222.5,Yellow
703.59,3220,Yellow
704.04,3222,Yellow
704.49,3205,Yellow
704.94,3222.5,Yellow
705.38,3227.5,Yellow
705.83,3216.5,Yellow
706.28,3220.5,Yellow
706.73,3226,Yellow
707.17,3256,Yellow
707.62,3230.5,Yellow
708.07,3220,Yellow
708.52,3229,Yellow
708.96,3239.5,Yellow
709.41,3233,Yellow
709.86,3229,Yellow
710.31,3231,Yellow
710.75,3219,Yellow
711.2,3213,Yellow
711.65,3236.5,Yellow
712.1,3235,Yellow
712.54,3232,Yellow
712.99,3221.5,Yellow
713.44,3232.5,Yellow
713.89,3216,Yellow
714.33,3225.5,Yellow
714.78,3247.5,Yellow
715.23,3211.5,Yellow
715.67,3215,Yellow
716.12,3210,Yellow
716.57,3226.5,Yellow
717.02,3236.5,Yellow
717.46,3232.5,Yellow
717.91,3226,Yellow
718.36,3210.5,Yellow
718.8,3221,Yellow
719.25,3218,Yellow
719.7,3227,Yellow
720.14,3237,Yellow
720.59,3228.5,Yellow
721.04,3206.5,Yellow
721.48,3225.5,Yellow
721.93,3217.5,Yellow
722.38,3261.5,Yellow
722.82,3230,Yellow
723.27,3237.5,Yellow
723.72,3226,Yellow
724.16,3238,Yellow
724.61,3239,Yellow
725.06,3244,Yellow
725.5,3240,Yellow
725.95,3210,Yellow
726.4,3216,Yellow
726.84,3224,Yellow
727.29,3215,Yellow
727.74,3207.5,Yellow
728.18,3240.5,Yellow
728.63,3214,Yellow
729.07,3236.5,Yellow
729.52,3248,Yellow
729.97,3229.5,Yellow
730.41,3217.5,Yellow
730.86,3206.5,Yellow
731.31,3218.5,Yellow
731.75,3212.5,Yellow
732.2,3213.5,Yellow
732.64,3201,Yellow
733.09,3227.5,Yellow
733.54,3223,Yellow
733.98,3222.5,Yellow
734.43,3207,Yellow
734.87,3223.5,Yellow
735.32,3212.5,Yellow
735.76,3224,Yellow
736.21,3217,Yellow
736.66,3206.5,Yellow
737.1,3217.5,Yellow
737.55,3202,Yellow
737.99,3227,Yellow
738.44,3241.5,Yellow
738.88,3250,Yellow
739.33,3220,Yellow
739.78,3221,Yellow
740.22,3199,Yellow
740.67,3204.5,Yellow
741.11,3222,Yellow
741.56,3204.5,Yellow
742,3222.5,Yellow
742.45,3237,Yellow
742.89,3210.5,Yellow
743.34,3223.5,Yellow
743.79,3225,Yellow
744.23,3231.5,Yellow
744.68,3220,Yellow
745.12,3226,Yellow
745.57,3212.5,Yellow
746.01,3217.5,Yellow
746.46,3213,Yellow
746.9,3210.5,Yellow
747.35,3227.5,Yellow
747.79,3214,Yellow
748.24,3197.5,Yellow
748.68,3217,Yellow
749.13,3209.5,Yellow
749.57,3209.5,Yellow
750.02,3225.5,Yellow
750.46,3214.5,Yellow
750.91,3229,Yellow
751.35,3201.5,Yellow
751.8,3212.5,Yellow
752.24,3205.5,Yellow
752.69,3241.5,Yellow
753.13,3209.5,Yellow
753.58,3211,Yellow
754.02,3228.5,Yellow
754.46,3222,Yellow
754.91,3206,Yellow
755.35,3216.5,Yellow
755.8,3237.5,Yellow
756.24,3203,Yellow
756.69,3218.5,Yellow
757.13,3209,Yellow
757.58,3253.5,Yellow
758.02,3201.5,Yellow
758.47,3199,Yellow
758.91,3236,Yellow
759.35,3202,Yellow
759.8,3242.5,Yellow
760.24,3209,Yellow
760.69,3222,Yellow
761.13,3212,Yellow
761.58,3206,Yellow
762.02,3208.5,Yellow
762.46,3224,Yellow
762.91,3229,Yellow
763.35,3218,Yellow
763.8,3212.5,Yellow
764.24,3210,Yellow
764.68,3214,Yellow
765.13,3206,Yellow
765.57,3218,Yellow
766.02,3224,Yellow
766.46,3235,Yellow
766.9,3197.5,Yellow
767.35,3203.5,Yellow
767.79,3223,Yellow
768.24,3200,Yellow
768.68,3218.5,Yellow
769.12,3210.5,Yellow
769.57,3230,Yellow
770.01,3214.5,Yellow
770.45,3228.5,Yellow
770.9,3212.5,Yellow
771.34,3217.5,Yellow
771.78,3223.5,Yellow
772.23,3208,Yellow
772.67,3209.5,Yellow
773.12,3222.5,Yellow
773.56,3216.5,Yellow
774,3227.5,Yellow
774.45,3196,Yellow
774.89,3210,Yellow
775.33,3221,Yellow
775.78,3222,Yellow
776.22,3219,Yellow
776.66,3209.5,Yellow
777.11,3205.5,Yellow
777.55,3211,Yellow
777.99,3218.5,Yellow
778.44,3215,Yellow
778.88,3201,Yellow
779.32,3202,Yellow
779.76,3213.5,Yellow
780.21,3202.5,Yellow
780.65,3193.5,Yellow
781.09,3197,Yellow
781.54,3220.5,Yellow
781.98,3210.5,Yellow
782.42,3221.5,Yellow
782.87,3219,Yellow
783.31,3224.5,Yellow
783.75,3223,Yellow
784.19,3233,Yellow
784.64,3214.5,Yellow
785.08,3220.5,Yellow
785.52,3250,Yellow
785.96,3214,Yellow
786.41,3233.5,Yellow
786.85,3207.5,Yellow
787.29,3224.5,Yellow
787.74,3215,Yellow
788.18,3227.5,Yellow
788.62,3215,Yellow
789.06,3208,Yellow
789.51,3237.5,Yellow
789.95,3188,Yellow
790.39,3256,Yellow
790.83,3218.5,Yellow
791.27,3208,Yellow
791.72,3233,Yellow
792.16,3207.5,Yellow
792.6,3208,Yellow
793.04,3213.5,Yellow
793.49,3211.5,Yellow
793.93,3216,Yellow
794.37,3227.5,Yellow
794.81,3210.5,Yellow
795.25,3227,Yellow
