"Gene_ID","Kmeans_Cluster"
"g_07739","7"
"g_07753","1"
"g_07775","1"
"g_07822","7"
"g_07824","2"
"g_07828","2"
"g_07829","4"
"g_07831","8"
"g_07842","4"
"g_07846","2"
"g_07877","2"
"g_07898","2"
"g_07901","7"
"g_07914","2"
"g_07916","2"
"g_07921","1"
"g_07923","1"
"g_07962","6"
"g_07977","5"
"g_07996","2"
"g_08036","7"
"g_08038","7"
"g_08040","2"
"g_08052","3"
"g_08074","2"
"g_08075","9"
"g_08079","7"
"g_08093","1"
"g_08103","7"
"g_08123","2"
"g_08166","1"
"g_08174","2"
"g_08194","2"
"g_08222","8"
"g_08236","8"
"g_08244","6"
"g_08252","1"
"g_08258","2"
"g_08265","6"
"g_08281","10"
"g_08307","7"
"g_08335","7"
"g_08361","2"
"g_08367","1"
"g_08375","6"
"g_08376","8"
"g_08392","7"
"g_08393","6"
"g_08394","9"
"g_08415","7"
"g_08418","6"
"g_08424","9"
"g_08436","3"
"g_08437","2"
"g_08440","2"
"g_08454","2"
"g_08468","7"
"g_08507","3"
"g_08508","7"
"g_08535","3"
"g_08563","2"
"g_08568","4"
"g_08572","1"
"g_08578","2"
"g_08605","4"
"g_08636","1"
"g_08641","2"
"g_08654","2"
"g_08658","6"
"g_08683","2"
"g_08700","5"
"g_08716","2"
"g_08739","6"
"g_08740","7"
"g_08743","2"
"g_08757","6"
"g_08758","7"
"g_08761","7"
"g_08789","6"
"g_08807","8"
"g_08813","7"
"g_08833","1"
"g_08836","3"
"g_08837","4"
"g_08863","3"
"g_08880","5"
"g_08892","3"
"g_08893","2"
"g_08894","6"
"g_08909","7"
"g_08928","10"
"g_08950","1"
"g_08969","4"
"g_08974","1"
"g_08991","6"
"g_08992","3"
"g_09008","9"
"g_09010","2"
"g_09021","4"
"g_09041","2"
"g_09042","2"
"g_09057","6"
"g_09080","2"
"g_09084","2"
"g_09091","2"
"g_09109","6"
"g_09123","1"
"g_09126","7"
"g_09139","1"
"g_09143","3"
"g_09160","6"
"g_09173","6"
"g_09177","7"
"g_09183","4"
"g_09198","2"
"g_09218","2"
"g_09222","2"
"g_09228","6"
"g_09230","2"
"g_09247","2"
"g_09260","7"
"g_09340","6"
"g_09348","1"
"g_09354","3"
"g_09363","2"
"g_09372","2"
"g_09378","6"
"g_09414","7"
"g_09416","6"
"g_09434","1"
"g_09443","2"
"g_09447","7"
"g_09453","7"
"g_09481","8"
"g_09501","6"
"g_09512","5"
"g_09525","7"
"g_09532","2"
"g_09545","6"
"g_09556","2"
"g_09569","2"
"g_09580","2"
"g_09581","10"
"g_09592","3"
"g_09606","2"
"g_09632","1"
"g_09673","7"
"g_09685","3"
"g_09688","7"
"g_09691","2"
"g_09707","2"
"g_09725","3"
"g_09747","9"
"g_09748","2"
"g_09751","2"
"g_09756","1"
"g_09771","3"
"g_09773","3"
"g_09778","2"
"g_09784","7"
"g_09798","10"
"g_09810","2"
"g_09812","1"
"g_09819","3"
"g_09835","6"
"g_09875","5"
"g_09880","3"
"g_09928","2"
"g_09935","2"
"g_09948","7"
"g_09955","2"
"g_09995","5"
"g_09998","2"
"g_10003","6"
"g_10028","5"
"g_10029","3"
"g_10034","7"
"g_10039","1"
"g_10049","2"
"g_10080","7"
"g_10081","2"
"g_10114","2"
"g_10126","1"
"g_10139","3"
"g_10142","7"
"g_10145","2"
"g_10158","2"
"g_10194","3"
"g_10218","5"
"g_10242","7"
"g_10266","7"
"g_10276","3"
"g_10277","6"
"g_10294","2"
"g_10303","2"
"g_10340","2"
"g_10370","2"
"g_10375","2"
"g_10379","1"
"g_10384","2"
"g_10387","8"
"g_10389","8"
"g_10398","6"
"g_10403","7"
"g_10414","7"
"g_10431","2"
"g_10433","2"
"g_10434","9"
"g_10438","7"
"g_10481","6"
