"Gene_ID","Kmeans_Cluster"
"g_02783","7"
"g_02784","7"
"g_02785","3"
"g_02795","6"
"g_02797","6"
"g_02798","3"
"g_02800","5"
"g_02801","3"
"g_02802","3"
"g_02803","9"
"g_02808","7"
"g_02810","3"
"g_02811","3"
"g_02813","5"
"g_02815","5"
"g_02816","4"
"g_02820","5"
"g_02824","7"
"g_02825","8"
"g_02826","1"
"g_02827","3"
"g_02829","5"
"g_02830","10"
"g_02833","3"
"g_02838","1"
"g_02840","8"
"g_02841","5"
"g_02843","3"
"g_02845","3"
"g_02849","3"
"g_02853","3"
"g_02854","3"
"g_02855","3"
"g_02857","3"
"g_02859","6"
"g_02860","3"
"g_02862","3"
"g_02867","9"
"g_02868","3"
"g_02869","3"
"g_02870","2"
"g_02873","5"
"g_02878","1"
"g_02882","3"
"g_02883","3"
"g_02884","9"
"g_02893","8"
"g_02894","3"
"g_02895","3"
"g_02897","3"
"g_02903","1"
"g_02907","6"
"g_02908","8"
"g_02909","10"
"g_02910","1"
"g_02922","3"
"g_02923","3"
"g_02933","6"
"g_02935","7"
"g_02938","8"
"g_02939","3"
"g_02940","3"
"g_02941","3"
"g_02942","3"
"g_02943","3"
"g_02946","5"
"g_02948","3"
"g_02949","3"
"g_02952","1"
"g_02955","7"
"g_02956","5"
"g_02962","8"
"g_02964","5"
"g_02970","3"
"g_02971","5"
"g_02974","8"
"g_02979","8"
"g_02982","3"
"g_02983","5"
"g_02985","10"
"g_02990","3"
"g_02991","3"
"g_02992","1"
"g_02993","5"
"g_02994","10"
"g_02995","1"
"g_02997","3"
"g_03000","2"
"g_03002","8"
"g_03003","8"
"g_03004","9"
"g_03006","3"
"g_03009","4"
"g_03010","8"
"g_03011","3"
"g_03012","5"
"g_03013","3"
"g_03014","3"
"g_03023","5"
"g_03024","3"
"g_03025","3"
"g_03026","3"
"g_03027","5"
"g_03029","9"
"g_03036","8"
"g_03037","3"
"g_03038","3"
"g_03046","4"
"g_03048","1"
"g_03052","3"
"g_03054","3"
"g_03067","8"
"g_03068","3"
"g_03077","3"
"g_03078","4"
"g_03079","3"
"g_03080","5"
"g_03084","6"
"g_03085","3"
"g_03086","8"
"g_03087","8"
"g_03088","3"
"g_03093","9"
"g_03096","5"
"g_03098","6"
"g_03099","8"
"g_03100","10"
"g_03101","3"
"g_03103","3"
"g_03104","3"
"g_03111","3"
"g_03112","4"
"g_03113","8"
"g_03115","8"
"g_03116","3"
"g_03117","4"
"g_03118","3"
"g_03123","3"
"g_03124","5"
"g_03125","5"
"g_03127","8"
"g_03128","8"
"g_03129","8"
"g_03130","3"
"g_03131","3"
"g_03132","8"
"g_03133","3"
"g_03137","5"
"g_03140","5"
"g_03142","7"
"g_03144","3"
"g_03145","3"
"g_03146","5"
"g_03154","5"
"g_03155","3"
"g_03156","3"
"g_03158","3"
"g_03159","3"
"g_03162","1"
"g_03166","7"
"g_03167","3"
"g_03168","3"
"g_03169","7"
"g_03172","9"
"g_03173","5"
"g_03175","5"
"g_03176","7"
"g_03179","3"
"g_03185","5"
"g_03187","3"
"g_03195","8"
"g_03196","3"
"g_03199","5"
"g_03203","8"
"g_03204","4"
"g_03205","3"
"g_03206","3"
"g_03207","8"
"g_03208","3"
"g_03216","4"
"g_03218","10"
"g_03219","8"
"g_03220","8"
"g_03222","9"
"g_03223","8"
"g_03226","3"
"g_03234","4"
"g_03236","3"
"g_03242","3"
"g_03247","3"
"g_03248","2"
"g_03249","3"
"g_03250","7"
"g_03251","9"
"g_03252","3"
"g_03253","8"
"g_03254","7"
"g_03255","3"
"g_03262","3"
"g_03263","7"
"g_03269","9"
"g_03270","8"
"g_03271","3"
"g_03272","3"
"g_03273","3"
"g_03275","1"
"g_03276","5"
"g_03282","8"
"g_03285","5"
"g_03287","3"
"g_03288","5"
"g_03289","3"
"g_03292","5"
"g_03293","10"
"g_03299","6"
"g_03300","8"
"g_03301","8"
"g_03302","3"
"g_03303","3"
"g_03306","3"
"g_03312","5"
"g_03315","9"
"g_03316","5"
"g_03320","3"
"g_03327","8"
"g_03328","3"
"g_03330","3"
"g_03336","5"
"g_03337","7"
"g_03338","3"
"g_03343","9"
"g_03344","6"
"g_03346","1"
"g_03347","3"
"g_03349","7"
"g_03351","5"
"g_03354","1"
"g_03357","8"
"g_03358","7"
"g_03362","5"
"g_03363","10"
"g_03365","3"
"g_03374","8"
"g_03375","5"
"g_03379","10"
"g_03385","1"
"g_03387","3"
"g_03390","3"
"g_03391","3"
"g_03393","1"
"g_03397","6"
"g_03398","6"
"g_03399","3"
"g_03402","3"
"g_03403","5"
"g_03406","4"
"g_03411","2"
"g_03413","10"
"g_03414","1"
"g_03424","6"
"g_03425","3"
"g_03426","3"
"g_03427","3"
"g_03428","3"
"g_03429","9"
"g_03432","1"
"g_03436","5"
"g_03442","8"
"g_03443","5"
"g_03444","9"
"g_03445","5"
"g_03446","3"
"g_03447","3"
"g_03451","7"
"g_03453","9"
"g_03454","3"
"g_03455","3"
"g_03456","3"
"g_03458","4"
"g_03459","3"
"g_03464","5"
"g_03466","3"
"g_03467","5"
"g_03470","6"
"g_03472","3"
"g_03473","3"
"g_03474","3"
"g_03476","3"
"g_03477","3"
"g_03480","5"
"g_03481","3"
"g_03487","4"
"g_03492","2"
"g_03495","3"
"g_03500","3"
"g_03501","3"
"g_03502","7"
"g_03505","1"
"g_03507","5"
"g_03522","9"
"g_03523","5"
"g_03524","3"
"g_03533","8"
"g_03534","8"
"g_03536","4"
"g_03543","5"
"g_03545","8"
"g_03546","3"
"g_03547","3"
"g_03554","3"
"g_03565","5"
"g_03568","9"
"g_03576","5"
"g_03579","2"
"g_03580","8"
"g_03581","3"
"g_03582","3"
"g_03583","8"
"g_03587","8"
"g_03589","9"
"g_03590","5"
"g_03598","3"
"g_03599","3"
"g_03600","3"
"g_03601","3"
"g_03604","10"
"g_03611","9"
"g_03612","8"
"g_03613","7"
"g_03624","4"
"g_03626","3"
"g_03628","1"
"g_03630","1"
"g_03631","3"
"g_03632","3"
"g_03641","8"
"g_03642","3"
"g_03643","3"
"g_03644","3"
"g_03645","8"
"g_03646","3"
"g_03647","3"
"g_03650","7"
"g_03651","5"
"g_03656","1"
"g_03659","8"
"g_03660","6"
"g_03661","3"
"g_03662","3"
"g_03663","3"
"g_03670","8"
"g_03671","8"
