"Dark1","Dark2","Dark3","Yellow1","Yellow2","Yellow3","V7","Cluster","gene_id"
0.449200608741369,0.759353603943079,0.804811965515625,0.101141594649665,0.182155482221316,0.325523462532396,2,2,"g_31676"
0.44772193769989,0.801640552035591,0.799437324297895,0.129211195757885,0.131550660184581,0.316332735699963,2,2,"g_41114"
0.408315281729898,0.662711945101391,0.759674038062429,0.294676708767122,0.163566845319367,0.337829102700097,2,2,"g_43978"
0.270772903688798,0.700582409195924,0.840940493394978,0.200662299508875,0.124725880158077,0.226478234162155,2,2,"g_44776"
0.177925603481312,0.502826268914853,0.976378090291699,0.126027449993446,0.0574568924362555,0.266470422452031,2,2,"g_02354"
0.342181777989372,0.608504211335767,1.09261570674093,0.163246674444326,0.168182402632765,0.222544539722659,2,2,"g_44089"
0.413686265048724,0.18154204862977,0.716805462607199,0.197960007427098,0.181764722049491,0.0596054443660106,2,2,"g_37917"
0.423663742735734,0.218631596024513,0.61118908405395,0.0524034175502857,0.191473650846021,0.125156155138491,2,2,"g_44192"
0.324981908582959,0.263271439538633,0.622494306386581,0.150017357251107,0.103383928110527,0.155183552076259,2,2,"g_20355"
0.353374900029319,0.196756607133471,0.663792955921859,0.190760737238976,0.111765761549172,0.157747107385891,2,2,"g_38132"
0.338107523328364,0.33407659569353,0.677766681670848,0.255350671075322,0.259666971805948,0.109586308119484,2,2,"g_40766"
0.360439092339279,0.401992294526686,0.809135380123534,0.247578787127644,0.13018189972569,0.194201759395775,2,2,"g_48732"
0.481024902977372,0.417073254974579,0.469468105835518,0.245749737754699,0.124966639132403,0.0900036109680858,2,2,"g_37335"
0.445074321072757,0.415730031154781,0.504088596722278,0.277944832039005,0.197715462005335,0.147256973577065,2,2,"g_18880"
0.49519065288341,0.409402013118744,0.56485678060051,0.309246584176158,0.192372283598512,0.166566568038997,2,2,"g_19934"
0.513823590732854,0.563524749966868,0.616444844368247,0.163437195610412,0.153820350134917,0.0358118292522771,2,2,"g_36177"
0.407631187262568,0.471359931016155,0.583483070076244,0.184869937414094,0.136204496332452,0.0949435991691243,2,2,"g_45078"
0.25226427223694,0.54786303165693,0.60356503375336,0.201284848782288,0.291961271496774,0.120694003610161,2,2,"g_45476"
0.422016639474867,0.511319079869765,0.479182583421331,0.242095476131286,0.198243485702339,0.277037265061284,2,2,"g_13612"
0.341112295082111,0.48627742153102,0.488903367048364,0.243703374279753,0.242492977412789,0.273534374170583,2,2,"g_55099"
0.419334742477827,0.534309574804574,0.51506342011484,0.264647848432466,0.227061017670255,0.181268910585072,2,2,"g_20730"
0.415749873423202,0.44333278197227,0.557938394983456,0.252277634377856,0.266123227156077,0.253508829766996,2,2,"g_27385"
0.349622300067589,0.477420814575906,0.517559022212844,0.336950189555491,0.262098289858351,0.231316897866853,2,2,"g_31492"
0.376535897864218,0.510354495444446,0.564575290769674,0.151814337807463,0.254126870699647,0.224232033920431,2,2,"g_00243"
0.366756442034944,0.373427513600428,0.460715521029069,0.1536008644523,0.226826658549367,0.206852580275242,2,2,"g_33573"
0.333125313751962,0.398757796470177,0.493174098295187,0.236329385210634,0.27812364586808,0.198150481188417,2,2,"g_43620"
0.84693697677148,0.683303034334877,0.798143350170576,0.345681842874171,0.460983791498112,0.258285682719303,2,2,"g_46525"
0.654428860105466,0.747605759798834,0.784842154737799,0.316917207430482,0.372991309678422,0.29369858849579,2,2,"g_22307"
0.619993245468729,0.764805067392113,0.805475438613841,0.228529447154695,0.388787995002427,0.207940123670581,2,2,"g_33660"
0.638693976048763,0.787291612371162,0.563437891117662,0.374585225891163,0.296155362806021,0.405412447150538,2,2,"g_43460"
0.65027021301008,0.778804950416655,0.531790985986723,0.47965447497293,0.31474988016846,0.365204103149362,2,2,"g_45585"
0.59670230308961,0.743114643598307,0.685138142517188,0.357307524347875,0.453440047783016,0.26555431863677,2,2,"g_10868"
0.556423362578928,0.678696703617279,0.650250487874422,0.379374056523305,0.376891979989634,0.250990066488362,2,2,"g_44613"
0.696812115056177,0.783177529492097,0.703622605566227,0.49431589332529,0.328898000571129,0.225152855842993,2,2,"g_46812"
0.73513441934347,0.699854022440246,0.670955733815635,0.42803998432552,0.392548001635864,0.232672427712959,2,2,"g_32349"
0.779777241342127,0.728625719446509,0.638712536733714,0.407531963524994,0.419870037052892,0.253368055913518,2,2,"g_50366"
0.648001692249724,0.822270296596268,0.716191218873237,0.378607365714206,0.423573028449107,0.536202907847705,2,2,"g_40554"
0.623256838784011,0.660276315578884,0.779415088539121,0.435290478502165,0.322852489245481,0.407419119947106,2,2,"g_43435"
0.523011575646983,0.682983961845778,0.701522394693599,0.355174034757926,0.298748527617108,0.405071487592263,2,2,"g_07977"
0.538890165896582,0.702214024600284,0.78395764842702,0.359508405631454,0.310286222719833,0.362134371905931,2,2,"g_45064"
0.74095560979285,1.05413495266654,0.452429114595604,0.209690037478145,0.34404115896458,0.451125744228016,2,2,"g_37703"
0.814578652367164,0.933660211954001,0.536702972932791,0.30206953725608,0.27476705111678,0.377352884213514,2,2,"g_38354"
0.696333144181272,0.856657428262842,0.470296683266215,0.244186540541364,0.348161113104528,0.411710258704867,2,2,"g_48257"
0.690077829474318,0.877762092666626,0.424830367263861,0.483421106530956,0.34324666336319,0.189712317022155,2,2,"g_40877"
0.76786315271657,0.914135164372701,0.527835014686604,0.371880618012976,0.489148306110701,0.276700944963881,2,2,"g_26490"
0.742270336934738,0.88247307983284,0.510709983963496,0.351714192749063,0.476883196109561,0.271141061309794,2,2,"g_38014"
0.685315831692333,0.864731376229463,0.453916917315112,0.192687578520061,0.425699820751278,0.217236194101796,2,2,"g_08700"
0.667815647433203,0.808822404476662,0.51216963370724,0.312156826439556,0.43087514937996,0.13443212489584,2,2,"g_40241"
0.611926391408258,0.785704021369976,0.47986886713512,0.297044045605623,0.354601640509719,0.27875245807111,2,2,"g_37849"
0.470703842043795,0.818079079906692,0.460234774771759,0.287419427340669,0.351640953151748,0.225521982225562,2,2,"g_39638"
0.514649341780265,0.773312410571493,0.53046864688893,0.208758093134469,0.35972926633484,0.279423725789453,2,2,"g_37632"
0.499773108384383,0.77996144823102,0.548949646657485,0.208507194361293,0.359144233605846,0.2625851544905,2,2,"g_44796"
0.496575982869004,0.843761771667553,0.478006457479999,0.372289927675245,0.29996641006513,0.112482671432579,2,2,"g_35085"
0.465370060395178,0.800137953699758,0.631375879826743,0.241993742860203,0.392993824798323,0.153928832642839,2,2,"g_24953"
0.534995962555331,0.801333791897087,0.51895012091876,0.287090606452646,0.407927873688866,0.0906752126889096,2,2,"g_01066"
0.523427129989091,0.757458283329984,0.472934517412464,0.235945875927648,0.384141323409496,0.129912459407456,2,2,"g_40513"
0.589241761162309,1.01319737109693,0.647622255217948,0.202321814677301,0.273739061453071,0.122545816718339,2,2,"g_37396"
0.631900248530895,0.982204183653417,0.677484584873492,0.158657953090245,0.343465708143247,0.220077477049003,2,2,"g_45177"
0.597933214956649,0.853237883382525,0.692037832175777,0.263061046662917,0.174370654793489,0.260122211782886,2,2,"g_31102"
0.68787777270321,0.785878834785763,0.570702852222483,0.264334637737708,0.231000380572993,0.188651515161366,2,2,"g_46556"
0.66654250252512,0.537814815048594,0.781657090946112,0.492927790548714,0.409910140602743,0.284031902275092,2,2,"g_06421"
0.610001835971524,0.651500726686628,0.953208382158801,0.441505826809777,0.383945096565202,0.290743602697619,2,2,"g_51414"
0.492352435460081,0.480014708418196,0.847618862162598,0.302554080521848,0.23830283835877,0.165241951302786,2,2,"g_37177"
0.539717903189248,0.447023068874016,0.823564534774351,0.330049137658458,0.236262591711384,0.127518153648443,2,2,"g_40758"
0.462096582810596,0.566031057003908,0.798127589173495,0.391464059184082,0.353824133038533,0.27602108193752,2,2,"g_41740"
0.501627035780682,0.636979484111672,0.717132043529709,0.292740615404326,0.269683593087913,0.203408242545424,2,2,"g_49121"
0.623541823611176,0.617548737354317,0.403520128518492,0.21859536756098,0.173175483784524,0.273001040439952,2,2,"g_00603"
0.60688513391457,0.49618656279025,0.442294095926216,0.20154268417537,0.122836884886956,0.209922309676319,2,2,"g_10610"
0.619915727432918,0.507991264148114,0.453377363384632,0.208018412181337,0.127144660879559,0.216606045859293,2,2,"g_21188"
0.439398543673757,0.584641340120324,0.428000433647913,0.266488527328317,0.253849066873333,0.0737942078201598,2,2,"g_40359"
0.526325059182994,0.647021102957104,0.429740655607918,0.32946581519803,0.252909315779282,0.184897742647619,2,2,"g_41345"
0.595597839254129,0.649112396229965,0.536044054597412,0.149090961477204,0.405046024460134,0.275079284833174,2,2,"g_27400"
0.712287722914221,0.694065549006739,0.421652782250982,0.271480783248544,0.383165591943296,0.282478457039284,2,2,"g_17275"
0.687371802006682,0.64110887196968,0.483444077408959,0.224635344132945,0.307947854159107,0.259886892959312,2,2,"g_38393"
0.667133138386458,0.535324760146914,0.578328446477152,0.368982314944497,0.324218026740274,0.194303109626162,2,2,"g_22116"
0.597286361936078,0.486533337078839,0.550328168146428,0.368505743924608,0.20197388848636,0.287095763711881,2,2,"g_26948"
0.66204301814255,0.589683695990485,0.616600060298008,0.381924226990203,0.173263501838166,0.243324092487143,2,2,"g_39413"
0.602163992402747,0.606476920883236,0.530776964474589,0.218319354483752,0.27258762679056,0.382649822361304,2,2,"g_41988"
0.574338870883949,0.610227995437635,0.571681934990475,0.200917770237354,0.203782187361301,0.283079953591039,2,2,"g_45400"
0.600124485789498,0.609296917008071,0.604169764007681,0.352425847860962,0.257314910971985,0.385863378450481,2,2,"g_13707"
0.582813861624668,0.568438526054289,0.590634442522835,0.273693044131747,0.315118965678996,0.35849449755623,2,2,"g_36018"
0.62673146693584,0.52951004471278,0.553111165160662,0.292698781690926,0.3046699387774,0.301818175942152,2,2,"g_37061"
0.498001750268492,0.975680548937724,0.713620392010927,0,0.189431355695534,0.0603714303891486,2,2,"g_22288"
0.380807986456165,0.927925248256047,0.682598365967143,0.357463343533983,0.380071702194559,0.111709351557427,2,2,"g_26407"
0.514975594177648,0.955876624931673,0.67719472481332,0.361425801938985,0.259428299428915,0.174570595913398,2,2,"g_39324"
0.44903477576414,1.07992784378716,0.497871211664153,0.238902800927299,0.13605276209848,0.084572703479441,2,2,"g_40342"
0.458268503941323,0.964837503246658,0.541719368667092,0.267252006773626,0.137630680269714,0.30349002496652,2,2,"g_39148"
0.475465176401574,0.863826587445692,0.564007141068124,0.19401315725246,0.0792735238208631,0.231231733786392,2,2,"g_40450"
0.412963936374831,1.51121870278359,0.649328042377544,0.245120885843402,0.237283032953697,0.172644082164733,2,2,"g_17136"
0.675263296643118,1.18651139345699,0.884211930473106,0.0571790560063645,0.124851000261286,0.460498228257581,2,2,"g_36134"
0.540417451188026,1.19801641508375,0.867358989077712,0.19416398997324,0.138347546626096,0.226364523413011,2,2,"g_33616"
0.544676994428317,1.20136778796653,0.780183474082221,0.122944226371734,0.151698588168024,0.306232608559795,2,2,"g_55107"
0.628710801783535,1.33005175779289,0.912742154158865,0.199097754671657,0.246457217446857,0.379379133039171,2,2,"g_43723"
0.511903004008132,1.27822737451224,0.970469893409437,0.173251553413757,0.318371825009443,0.332998237884394,2,2,"g_40325"
0.515991934568911,1.26057649837214,0.960976842348428,0.167684704723399,0.31071093860767,0.349620552615029,2,2,"g_43668"
0.179442054754722,0.786716222996455,0.552532553932102,0,0,0.148155483829355,2,2,"g_11865"
0.153087994128512,0.899839700663102,0.457771417535941,0.0599475626043498,0.163518268468323,0.0619656385416932,2,2,"g_34014"
0.215341941705261,0.919872020501408,0.569058551199611,0.151712063257637,0.173141962285716,0.0533535376212414,2,2,"g_40420"
0.299509913611724,0.82811714046933,0.416614881543868,0.179596597014646,0,0,2,2,"g_39735"
0.310458156273875,0.736286440500427,0.312211853120631,0.174511320646233,0.0478715635078672,0,2,2,"g_41205"
0.179833474191747,0.673515960312878,0.320772755799847,0.0273475688287406,0.126205786409469,0.0808349271013297,2,2,"g_02100"
0.170932006773108,0.678828556632278,0.344671625791541,0.0566369537957316,0.14954363420316,0.0808367297806936,2,2,"g_34183"
0.280448153550718,0.798883817618132,0.39599767601301,0,0.0959858941554918,0.0553362761759837,2,2,"g_31298"
0.200123239356003,0.869078163619099,0.301787395853262,0.0351370411716024,0.139137320326549,0.117826903341598,2,2,"g_30729"
0.218658371642249,0.863602622218136,0.329208050174447,0.0350052430971153,0.156187088383005,0.123950570471421,2,2,"g_43758"
0.250269681127744,0.833208903603769,0.174156662337738,0.0158168654188555,0.0734697968217241,0.0741531600790371,2,2,"g_37212"
0.30192025484699,0.701246937475475,0.230858497801987,0.1461807682352,0.180750477102873,0.0497950182108016,2,2,"g_26235"
0.256768723290153,0.74033655207619,0.280959917519916,0.122685318046083,0.129703745585707,0,2,2,"g_41521"
0.309373133810828,0.809592436986705,0.453925774403098,0.156513110057143,0.0999832989475505,0.246593356947608,2,2,"g_35456"
0.324868460227857,0.749706872187098,0.420695730167955,0.169961126564752,0.0937490338108732,0.215589452677992,2,2,"g_40464"
0.449629720206227,0.76315040567068,0.512365360725807,0.197596444154514,0.12752203913545,0.320731046925685,2,2,"g_42278"
