"gene_id","tSNE1","tSNE2","DGI_label","DGI_sub_label","Kmeans_label","Kmeans_subcel_label","HC_label"
"g_00005",58.5962973889173,-2.65451816179453,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00016",-19.2274993647983,-27.9950032634889,"Cluster 3","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00028",63.9023476339308,9.38984652257634,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00048",7.42693088358897,-39.1448337257739,"Cluster 3","Cluster 10","Cluster 6","Cluster 7","Cluster 1"
"g_00071",19.5126746016649,-45.2762593594316,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00083",-36.5758512761312,12.4985281474927,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_00096",5.275630021095,-33.9612797687945,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00098",-47.9711548163094,29.7809532031406,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00120",4.72848946957182,-25.8506296995862,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00121",-18.94407603779,-21.8712312516526,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00123",3.03083253503573,-49.0509839691988,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_00126",-44.4100522365994,1.05813992602065,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00128",-13.2071503586521,-4.22867833501713,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00133",7.22222966815296,-39.3689236679111,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00141",-54.9634149118291,18.7594835259292,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00146",-6.95165125135501,-8.28004105326955,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00152",-4.50737504826986,-28.8480439628357,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00155",1.51284848048711,-26.6496627338401,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00160",-8.92240718861301,-29.3996155602885,"Cluster 7","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00166",-38.2805061250596,27.74057107046,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00179",8.73048388487268,-46.7207532233712,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_00184",-26.6292220119617,3.50592929756566,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00198",-27.9131841190939,15.2757879375666,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00200",-50.8232379096343,32.4099264511316,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00201",-22.6228888166152,-12.9825209369223,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00216",24.216654267544,-48.1438922400091,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_00219",-46.2563301097257,-4.3315528468424,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00241",32.7724963170991,-28.1357604169693,"Cluster 8","Cluster 2","Cluster 3","Cluster 3","Cluster 1"
"g_00243",27.4743988682257,2.98956806565576,"Cluster 1","Cluster 6","Cluster 1","Cluster 5","Cluster 2"
"g_00253",-10.0688460217617,-38.9520101326715,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00254",-18.7886295574495,3.86881445753386,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00260",-3.43082814172883,-40.8776139448183,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00287",59.5871730342904,12.0612480583892,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00305",-4.89986737892996,-17.1457300054869,"Cluster 3","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00366",-41.2946163019694,9.90803322153896,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_00372",-2.50990637460835,-33.2609986803795,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00382",-14.7768648771706,-0.726528407284329,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00383",-18.883708235105,-11.0032533059121,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00386",-19.6772455059924,-31.0083784897423,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00387",-56.8163271052222,17.4173554014253,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_00392",-18.7473680977405,3.42055775357441,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00400",42.6304654686669,-25.322681463091,"Cluster 8","Cluster 8","Cluster 3","Cluster 3","Cluster 3"
"g_00406",-43.9734605484605,28.8439160123237,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00425",-3.77705972230502,-41.0366064152284,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00434",28.7602472166805,-41.8472317447657,"Cluster 3","Cluster 2","Cluster 3","Cluster 6","Cluster 1"
"g_00435",-10.8668186375114,-13.489961976552,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_00441",-25.7579726655168,-15.5520647188469,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00443",53.9608930745625,-13.3247879662159,"Cluster 2","Cluster 8","Cluster 4","Cluster 9","Cluster 3"
"g_00459",35.2477115521129,-0.0371470283175237,"Cluster 1","Cluster 6","Cluster 2","Cluster 1","Cluster 1"
"g_00460",-11.8095112800822,-5.239213275978,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00470",-25.1250722125049,-0.36924211466401,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00472",-48.236690423285,22.3920940859913,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00477",-1.55643054512237,-35.253657888261,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00486",-54.7392353139629,16.7849238693458,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00490",63.3104567525381,7.85388594543066,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00511",22.4436213431939,-42.6000380724243,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_00523",60.6514890754731,9.6698249859374,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00535",-30.9584935917585,-23.1043236042812,"Cluster 7","Cluster 10","Cluster 8","Cluster 8","Cluster 1"
"g_00543",57.1190552644181,-2.15164318520276,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00547",-33.4101794944498,6.94217597210029,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00551",58.6434728813756,0.399845488567982,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00574",-3.42699766341436,7.12371130525872,"Cluster 7","Cluster 7","Cluster 8","Cluster 8","Cluster 1"
"g_00583",-54.6625918323278,16.641399761625,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_00598",-27.1573440107385,-18.3573257789387,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00603",24.1651738803733,-1.37627688889847,"Cluster 1","Cluster 6","Cluster 1","Cluster 5","Cluster 2"
"g_00610",-9.13995279945025,-38.1090752773967,"Cluster 3","Cluster 10","Cluster 6","Cluster 7","Cluster 1"
"g_00611",62.233747214658,1.40263220771228,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00630",-56.8987926769998,16.7003514009513,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00632",-47.5981378721316,3.28355562207031,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00640",-34.3026295841968,14.1265881285225,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_00648",12.4476943487621,-41.3814341709286,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00653",-19.8578940051362,-3.77147810592099,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00676",-22.6746273918846,5.83325255157818,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00679",-24.449357436109,11.1524993108346,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00685",-47.2384778757767,-6.295742076651,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00693",-44.198071643689,4.74291142147064,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_00701",-40.1246325250868,-0.295042935238611,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00778",-29.8947861662031,-9.25345184810998,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00789",-6.84260253576836,54.4290795821073,"Cluster 4","Cluster 9","Cluster 7","Cluster 4","Cluster 1"
"g_00810",-10.0407151327859,-34.5224691107403,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_00812",-23.7613079633254,-2.35714274516056,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00813",-29.3520356404692,-5.72525785764146,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00822",-35.3251406646903,-20.8177846074363,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00834",-46.3247828250135,1.82017938193764,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00864",-18.756219657863,-3.8014836986612,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00892",50.4732560860552,1.47172099740735,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00899",-30.3679701045387,9.1499294199088,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00907",8.12572080990006,-49.200869214132,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_00943",-50.0410943081379,31.6414505762494,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_00970",35.5055208251461,-1.27241722209553,"Cluster 1","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00980",-13.0798560090935,-5.75331194131933,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_00982",-43.7610292666964,27.5895148633517,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_00992",-48.8018221845229,4.10982729063208,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01014",13.9107879296401,1.64690914832932,"Cluster 6","Cluster 6","Cluster 1","Cluster 5","Cluster 2"
"g_01028",-5.68145985739078,-42.0106706941559,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_01041",-56.1030875478736,-1.33733935203661,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_01042",-3.93992876798482,-31.820905232231,"Cluster 3","Cluster 10","Cluster 6","Cluster 8","Cluster 1"
"g_01043",61.8269682691525,0.705539750319048,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01051",55.1839395727185,2.10775902618264,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01052",5.28214085393746,7.07401694373179,"Cluster 6","Cluster 4","Cluster 5","Cluster 9","Cluster 4"
"g_01066",19.4750030277109,0.734550507438091,"Cluster 1","Cluster 6","Cluster 1","Cluster 5","Cluster 2"
"g_01078",-12.1694050181467,-8.2616568673322,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01087",28.2901138799442,-37.3535744782604,"Cluster 3","Cluster 2","Cluster 3","Cluster 6","Cluster 1"
"g_01105",-31.2962964399589,-12.5706571216219,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01106",-22.9826250277303,-32.728887595858,"Cluster 3","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01112",38.4267693958324,-27.0337527996951,"Cluster 8","Cluster 2","Cluster 3","Cluster 4","Cluster 1"
"g_01117",25.6177007137984,-39.9439337049492,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01131",49.3380216325503,2.56191553099322,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01132",-39.221951854782,17.7304691873053,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_01136",-0.783949557427937,-23.2150750975801,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_01144",-47.1616782006909,31.8781381515891,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01145",-36.4957487738322,1.05974366640899,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01148",-51.6532629710267,13.6801567390319,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_01152",-36.4268158170001,-13.230409558022,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01174",-42.8645502356489,-6.2857926937131,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01182",-54.2088431306264,22.231886392236,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01205",11.8709203635952,-55.0266868051458,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_01208",-55.2594963136882,18.4167858496026,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_01259",-17.2716424863223,-6.38865897312159,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01271",-21.384963041884,-13.073515973996,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01316",-56.2887751336586,0.0409666576272557,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_01323",-49.0150288702253,18.0695805688069,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_01331",-47.3559333086386,1.65639907514393,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01351",-41.4396090772109,3.1988079003305,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01363",-52.064840951499,3.01636397901748,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01367",-3.25220588401844,-30.2594001519809,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_01380",-25.601155298956,-12.7504456693489,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01394",-8.15777612129236,-28.8350390043368,"Cluster 3","Cluster 10","Cluster 6","Cluster 8","Cluster 1"
"g_01395",-23.1097777370566,-30.1015743847653,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01404",-5.94056570746088,-15.3645839216741,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01429",-38.8746735511949,20.8200099053153,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_01445",52.522284700158,-12.4075070000245,"Cluster 2","Cluster 8","Cluster 4","Cluster 4","Cluster 3"
"g_01446",7.43010451019959,-49.8745690661009,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01455",29.0450210469501,-42.8075303849005,"Cluster 3","Cluster 2","Cluster 3","Cluster 4","Cluster 1"
"g_01477",-20.2519701341246,-11.4998560119141,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01478",-38.2632111191492,-8.22316323782764,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01492",3.30672182450899,-48.5023469050704,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01498",-23.7545009255915,-2.27086795989906,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01510",-23.5570899691328,-12.3060712803648,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01523",-23.4043132086435,8.04063221806916,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01530",-29.4631463977242,-1.69162904960259,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01531",58.1527705283657,-2.51863417885302,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01547",-37.6385194342868,-7.27173391863253,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01555",-52.6115810764272,22.9778210625303,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01562",2.37607685735735,18.9108051449833,"Cluster 5","Cluster 3","Cluster 9","Cluster 9","Cluster 5"
"g_01572",16.49055189509,-51.8539119566878,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01581",7.57429808323921,-48.4416429489399,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01634",-54.2155046306121,18.797633525456,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01668",4.20711583049641,17.9540208413425,"Cluster 5","Cluster 3","Cluster 9","Cluster 9","Cluster 5"
"g_01671",6.39594469610136,7.83178227147662,"Cluster 6","Cluster 4","Cluster 5","Cluster 9","Cluster 4"
"g_01676",-28.1443316276217,-4.36360259049173,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01693",-49.9015292184078,29.8332063810316,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_01713",2.37273762049331,-49.8608501819688,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01719",-52.5303605366294,23.8705919831107,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01773",37.467822999387,-22.38121598083,"Cluster 8","Cluster 8","Cluster 3","Cluster 4","Cluster 1"
"g_01813",4.39732110330996,-47.9591211401046,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01832",-26.9851456377976,-33.2222605894186,"Cluster 3","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01837",21.7440794599141,-49.736479320121,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01838",47.0053753984086,8.77765034458737,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01859",20.4048203289084,-43.495308303153,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_01860",7.0743420324382,-30.7407229263923,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_01863",-22.8291778765025,5.94881781220955,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01883",-12.4643503848128,-37.7681872407461,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_01889",38.6691298566595,-15.5068170928542,"Cluster 8","Cluster 8","Cluster 4","Cluster 3","Cluster 3"
"g_01899",53.6305108794175,12.5264907095475,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_01903",-33.5033432721625,-5.36141436641189,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_01932",-34.5356739482036,-11.7413804949257,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_01964",-47.4631634676655,6.12165460455783,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02003",-54.9485153624577,-6.93238602014404,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02010",38.1649873504792,-15.3906446692652,"Cluster 8","Cluster 8","Cluster 3","Cluster 3","Cluster 3"
"g_02044",61.9525492892914,3.61115639580626,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02050",-35.4860109096035,4.99408610484763,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_02054",-35.258554339106,-21.2130329681468,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02061",-32.4795883975288,-6.00640987455898,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02065",4.43401121262665,-28.4397222600111,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_02071",4.71925946707177,-29.1160347852378,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_02072",-5.78000011143083,-41.8095459327405,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_02079",-48.0254557008901,22.3141636003236,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_02082",6.34012074066433,3.95478758779816,"Cluster 6","Cluster 4","Cluster 5","Cluster 9","Cluster 4"
"g_02084",-7.13337182097292,-29.5837129226727,"Cluster 3","Cluster 10","Cluster 6","Cluster 7","Cluster 1"
"g_02090",-25.9080683831481,1.23513628279596,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02100",30.9037867453022,-3.28521212876234,"Cluster 1","Cluster 6","Cluster 1","Cluster 7","Cluster 2"
"g_02113",-23.4995854419799,11.2250703137448,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02144",-17.2141996721997,-7.77779586639348,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02168",-8.19836522947859,-28.6715164294808,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_02184",-9.750234417743,-24.2236103168615,"Cluster 3","Cluster 10","Cluster 8","Cluster 6","Cluster 1"
"g_02186",-19.5778887156952,-22.2030410095673,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02229",-18.7566366472278,-27.9362667333871,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02244",-3.65269032950123,-40.705043346177,"Cluster 3","Cluster 2","Cluster 6","Cluster 7","Cluster 1"
"g_02254",3.82898841189754,-38.8428746457016,"Cluster 3","Cluster 2","Cluster 6","Cluster 6","Cluster 1"
"g_02256",-23.9827801674842,4.84517498164551,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02287",15.7992367270469,23.6203092006827,"Cluster 9","Cluster 1","Cluster 7","Cluster 10","Cluster 1"
"g_02291",39.9371886672234,5.73981993260126,"Cluster 7","Cluster 7","Cluster 2","Cluster 7","Cluster 1"
"g_02296",13.8974382088215,23.7167904011583,"Cluster 9","Cluster 10","Cluster 6","Cluster 7","Cluster 1"
"g_02330",11.0886637114197,-23.3343703674577,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
"g_02332",-44.0531687211963,29.0941571034704,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02336",-40.6257700448396,21.257293941567,"Cluster 7","Cluster 7","Cluster 8","Cluster 2","Cluster 1"
"g_02346",-34.6899638210092,-2.08359792444489,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02354",24.4660795348856,5.06641817897156,"Cluster 1","Cluster 6","Cluster 1","Cluster 5","Cluster 2"
"g_02376",-31.3860644663883,-12.4813194970312,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02400",32.067496782772,-25.5644891883034,"Cluster 8","Cluster 8","Cluster 3","Cluster 3","Cluster 1"
"g_02406",-43.2524023812737,-8.53572614625466,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02428",55.1472612576528,-13.1568580752046,"Cluster 2","Cluster 8","Cluster 4","Cluster 4","Cluster 6"
"g_02445",-54.7754985303228,-4.91230726533395,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02446",-46.1986823555427,-6.18899953499664,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02460",-25.5786493547933,-0.219503105278855,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02462",-30.0307337994616,1.3892306033147,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02490",50.5491024435726,9.19961175072726,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02493",-33.2126572724327,-22.2763829833114,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02531",-46.2303349277752,-5.80631466113427,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02556",-36.9762397007456,23.445945120022,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_02560",-18.7757128021778,3.42624705310143,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02624",57.8965602175516,1.67767787341613,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02640",-54.386577473169,14.4382497486498,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02641",-25.5176725531226,-32.287263637785,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02650",-30.7443919701016,-23.9073082722787,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02680",-54.9361631455933,12.7550729453791,"Cluster 7","Cluster 7","Cluster 2","Cluster 1","Cluster 1"
"g_02720",26.9196188323165,-37.2717779407038,"Cluster 3","Cluster 2","Cluster 3","Cluster 6","Cluster 1"
"g_02723",-56.6880392773049,17.5954198657086,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_02739",-18.9194756646352,-10.7390110712092,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02740",-41.5349958799353,15.3618273255129,"Cluster 7","Cluster 7","Cluster 8","Cluster 7","Cluster 1"
"g_02741",-28.7667469438604,-17.3638730078332,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02745",-45.76796215061,18.1262598640832,"Cluster 7","Cluster 7","Cluster 2","Cluster 2","Cluster 1"
"g_02773",-29.6111224264811,-7.54053140116143,"Cluster 7","Cluster 10","Cluster 8","Cluster 7","Cluster 1"
"g_02810",-36.3915549399525,8.63585505624692,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02811",-10.7772241099157,3.86253965154936,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02816",51.4851560024657,-15.7473250386779,"Cluster 2","Cluster 8","Cluster 4","Cluster 3","Cluster 3"
"g_02840",-9.93178815617806,-19.7848090390019,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02857",-22.8509789642016,-16.9747215750388,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02862",-32.5712777409958,-22.5870637364637,"Cluster 7","Cluster 10","Cluster 8","Cluster 2","Cluster 1"
"g_02893",-0.299909797668926,-46.2634075821546,"Cluster 3","Cluster 10","Cluster 6","Cluster 6","Cluster 1"
